Nome,Link
Classificação de imagens com Keras visão computacional,https://drive.google.com/file/d/1qeJf7njfC5qCR9SThn0uw8kJAEdG3QOE/view?usp=sharing
Classificação multilabel de textos múltiplos contextos em NLP,https://drive.google.com/file/d/1sP7ey5bM5rfD0Qn6pbbhqVz3RVrTZGDC/view?usp=sharing
Clojure Coleções no dia a dia,https://drive.google.com/file/d/1bBlicG121Z0mvQPO52docOUtQzxypdi1/view?usp=sharing
Clojure explorando testes,https://drive.google.com/file/d/123fd4WkvGRXQDQfJYI_Ka7s6eMWFAxfd/view?usp=sharing
Clojure geradores e testes de propriedades,https://drive.google.com/file/d/1eNHXV6LCBnKTwbr5gDVpcJyfMuqR5BrZ/view?usp=sharing
Clojure Mutabilidade com átomos e refs,https://drive.google.com/file/d/1MgK_K7FU6J6QuuRZh2i49FmYC0yTvV1N/view?usp=sharing
"Clojure Record, protocol e multi method",https://drive.google.com/file/d/1KQ6oWgzSI_rpA9ULP9QHytjOGSEufQC_/view?usp=sharing
Clojure Schemas,https://drive.google.com/file/d/1iORY6qF4Pl1fhxYMtZBdE_KfhFxF6Kls/view?usp=sharing
Clojure: Introdução a programação funcional,https://drive.google.com/file/d/1TKAdWqvO1O4XLSnPKw-8g2NrLX8ueY06/view?usp=sharing
Clojure: uma introdução via jogo,https://drive.google.com/file/d/1aQx5JKFnJQemEHAqhzjfs7ti3a8pYRP4/view?usp=sharing
Clustering extraindo padrões de dados,https://drive.google.com/file/d/1G4k5EvdjVyuAhfPEqy5tnQlTH-yPCiTR/view?usp=sharing
Clusterização de dados Segmentação de clientes,https://drive.google.com/file/d/1x5Ze8bve58m6ViAMe6w4aUTwlYOPnU0s/view?usp=sharing
COBIT 5 Foundations Parte 1: Introdução a Governança Corporativa,https://drive.google.com/file/d/1Sf_BXrzhy_lhrsSge2NuNTbkewVCPrMV/view?usp=sharing
COBIT 5 Foundations Parte 2 Princípios do COBIT 5,https://drive.google.com/file/d/1cQstGVOfmAH-dvaU-d2C4x_TvYsweu7C/view?usp=sharing
COBIT 5 Foundations Parte 3 Habilitadores do COBIT 5,https://drive.google.com/file/d/1UsBEgtjaHQ-ezTUmduzDJp7olZXh5HIa/view?usp=sharing
COBIT 5 Foundations Parte 4 Implementação e Avaliação de Processos,https://drive.google.com/file/d/1Winqafj1FU1CHEO7-ALOct0uYAuAe3Je/view?usp=sharing
Cobol parte 2 Manipulando arquivos de dados,https://drive.google.com/file/d/126HY3_pbxkDLXNUTd5pYhg4b-SpO4vTz/view?usp=sharing
Cobol Primeiros Passos,https://drive.google.com/file/d/1IcIawwkLiK-d18uJy0YfdqokKbpYXs-H/view?usp=sharing
Cocos Creator parte 1 Simplificando o desenvolvimento de jogos para Web,https://drive.google.com/file/d/1Wf-FcX3RNLg6-9mFxgnj5E4RfE3amSPe/view?usp=sharing
Cocos Creator parte 2 Aprimore os conhecimentos com a engine,https://drive.google.com/file/d/1gLXDbeFRg3uZOeWSZGliA4EZprtIPTw8/view?usp=sharing
"Cocos Creator parte 3 Trabalhando com imagens, sons e eventos",https://drive.google.com/file/d/1Ck-2HcnK3pz0mD8TxoSThyrhBf5mHfZI/view?usp=sharing
"Cocos Creator parte 4 Atlas, cenário dinâmico, otimização e eventos",https://drive.google.com/file/d/13ZGi_6aVAlmXW6tbnZO-49N1yFBXgqnT/view?usp=sharing
Cocos Creator parte 5 Finalizando seu jogo para publicação,https://drive.google.com/file/d/1DJvhBUpIy1Ui0jYcRA-EtuBhlGrPhbSH/view?usp=sharing
CodeIgniter I Programando elegantemente para a web,https://drive.google.com/file/d/1GhJgZ4hGVs9w20PrsetIO0ehocG8WQ2_/view?usp=sharing
CodeIgniter II Mais técnicas e boas práticas,https://drive.google.com/file/d/1aGSgbzbaGMTPL-Tbsddc6q25mln8xDXE/view?usp=sharing
Colorização Digital técnicas de colorização e iluminação,https://drive.google.com/file/d/1qU5HcjOLc_tMkkIy25yiCTQlpHzU14hq/view?usp=sharing
Comandos DML Manipulação de dados com MySQL,https://drive.google.com/file/d/1PLCUIc882BB-xpNf-tIjc27yy4F1Jb-s/view?usp=sharing
Company Page Melhorando a presença digital,https://drive.google.com/file/d/1h_HMjW5nxnatDvAir6rj026U3RDVxQZy/view?usp=sharing
Comunicação Assertiva Reduzindo conflitos e frustrações,https://drive.google.com/file/d/1gIR8DIjCwBSn5CgHW0cYm9m5t2uY_3SD/view?usp=sharing
Comunicação Como se expressar bem e ser compreendido,https://drive.google.com/file/d/1CqFNn5MxQQX6vdbvNvp_H9EhvR02TvPi/view?usp=sharing
Comunicação corporativa Usando PowerPoint de forma efetiva,https://drive.google.com/file/d/1Y30irGANSAYoF3vSbCZ7a70BnW7siJG2/view?usp=sharing
Comunicação HTTP Flutter com web API,https://drive.google.com/file/d/1LkhRUydyElP7vn4JesjpejH23AnahWkz/view?usp=sharing
Comunicação não violenta parte 2: Mantendo a empatia,https://drive.google.com/file/d/1eUW_kEKT-t2IlxSWv2pean0YZhpP5wTj/view?usp=sharing
Comunicação não-violenta: Consciência para agir,https://drive.google.com/file/d/14EnD9XUaYVZL3r8KAzzsG8bgbAHnNhMF/view?usp=sharing
Consultas Multidimensionais MDX com Pentaho,https://drive.google.com/file/d/1XR_GZpGrgn4WPGmxja4W75STPnmJJ8JL/view?usp=sharing
Consultas Multidimensionais: MDX com SQL Server,https://drive.google.com/file/d/16m1szAvNbT9eSDNJIe5mfEQdBX2UVnoB/view?usp=sharing
Consultas SQL Avançando no SQL com MySQL,https://drive.google.com/file/d/1dujzIMvxi_9_SaHYIkRpgEY53Fj_JTPY/view?usp=sharing
"Consultas SQL no Oracle Projeções, Seleções, Joins e Views",https://drive.google.com/file/d/1lZOE3rmR2B6k9daFYPM_wboPruaPyfVF/view?usp=sharing
"Cordova & PhoneGap: Apps mobile com HTML, CSS e JS",https://drive.google.com/file/d/1EE4BNeSC0tshE1sDb0X4BMLJ8P0dd7GZ/view?usp=sharing
Corel Draw Trabalhando com Silk Screen,https://drive.google.com/file/d/1qlivjhL7yBZSmEq81A5AgN8RhyKEzQxN/view?usp=sharing
Cores para Designers Escolhendo e Trabalhando com Cores em um Projeto,https://drive.google.com/file/d/1jjMFMlmjSXiR6DDp4d9XbmAkrjjhFwoQ/view?usp=sharing
Corretor Ortográfico em Python Aplicando técnicas de NLP,https://drive.google.com/file/d/1vwQ6Wh3q3tzvsYKj22h7jPd0eIj5Hfpi/view?usp=sharing
Criação de imagem Composição de um pôster de filme,https://drive.google.com/file/d/10BP5j73yGkwO1_aHByblrm-mBKSRspAH/view?usp=sharing
Criação de personagem Anatomia criativa,https://drive.google.com/file/d/1aYEifrcJS3_3cwJ_fRkhBXhpzXiM0Ev9/view?usp=sharing
Criação de personagem Model Sheet,https://drive.google.com/file/d/1vYsQ8b1HhoJag5Gec-1fsjRJSFCilhTp/view?usp=sharing
Criação de personagem Trabalhando no concept de um personagem,https://drive.google.com/file/d/1D4hCjQOHaiqowpiuIonFuAR8d0vmnd8y/view?usp=sharing
Criação de Personagem: do Conceito à Apresentação,https://drive.google.com/file/d/1eoJxCab8pEhrdK9M199omcBKqnTAi4I9/view?usp=sharing
"Criando widgets, páginas e navegação com Flutter",https://drive.google.com/file/d/1m0Bwlkq61ViDGVZta2IKmGXsGxQLTM4c/view?usp=sharing
Criatividade Aplicada Aprimorando o processo criativo no mercado de trabalho,https://drive.google.com/file/d/1CNW21Uc2_21e1uohemDaaPCNt2VCW1Uc/view?usp=sharing
Criatividade e adequação Aprendendo e aprimorando um processo criativo,https://drive.google.com/file/d/1fsWxHw9JfBwGgtwzRmjcRFgmvs0nBLvK/view?usp=sharing
CSS Grid: Simplificando layouts,https://drive.google.com/file/d/1JXm6vmTE9JtO3h4tiKP2GS319EbyVxbA/view?usp=sharing
Curadoria de conteúdo: Filtrando materiais de qualidade na internet,https://drive.google.com/file/d/14eey7mojwtKuj2S646sO3dFdWz1nEhfa/view?usp=sharing
"Curiosidade, Persistência e Resiliência Da ideia à ação",https://drive.google.com/file/d/1Yltln6_s97J5GRvOYFGqKp5_C8kjb384/view?usp=sharing
Currículo: como chamar a atenção dos entrevistadores,https://drive.google.com/file/d/1veXJVrd2D2VeSCMIHzPOmz82zshXK-0x/view?usp=sharing
"Custering Básico k-means, DBSCAN e mean shift",https://drive.google.com/file/d/1pXJARv9Q58E96llGrDvyFd9k-MW49wZ8/view?usp=sharing
Dart Dominando a Orientação a Objetos,https://drive.google.com/file/d/1AGO6aaTZPfJd7alIwwJBjHQeuQqDj5S9/view?usp=sharing
Dart primeiros passos com a linguagem,https://drive.google.com/file/d/1dgLY4972GqZRHS86-PsAllnCkHNMOHwh/view?usp=sharing
Dashboard com Pentaho Visualize e analise os dados,https://drive.google.com/file/d/1TkO2ZjweyIaM2_VWlQ2f69_w5jmc4LkX/view?usp=sharing
Dashboard com Power BI Construindo relatórios,https://drive.google.com/file/d/11QfkH0w5dPWLAqVkJ4V6_o6J2Q-Jtf-t/view?usp=sharing
Dashboard com Tableau Visualize e analise os seus dados,https://drive.google.com/file/d/1tmj1xS9e9OgDAvIpBBYqJc1IQoudvLVL/view?usp=sharing
Dashboards parte 1 Visões de projetos e operações,https://drive.google.com/file/d/1wgiHLk6RBT4p7oEk2a8PaC37_EpeLdvM/view?usp=sharing
Dashboards parte 2 Implantando ações de gestão,https://drive.google.com/file/d/18YBczrzuVnKWTGOQNv-b7HtP_QadkREv/view?usp=sharing
Data Analysis Introdução com Google Sheets,https://drive.google.com/file/d/18IrOyt0oX2jg29Q1jjg0egG6ix_NnUyy/view?usp=sharing
Data Analysis Previsões com Google Sheets,https://drive.google.com/file/d/1x9HfcWcrGbseFhnt9tZWdkL9EjMWoj0m/view?usp=sharing
Data analysis: introdução a séries temporais e análises,https://drive.google.com/file/d/10V10nbCy7YwcvqIS-H3j3dJ0gM1q2Mih/view?usp=sharing
Data Analytics Machine Learning com Google Cloud Platform,https://drive.google.com/file/d/1DPtme5xrDpb5LKaRy3cCv46GwOBMjFTi/view?usp=sharing
Data Analytics Machine Learning no Marketing Digital,https://drive.google.com/file/d/1afFrBVDDcDw8__cfVLOle5Rp3lf9zMP2/view?usp=sharing
Data Binding no Android vinculando modelo com layout,https://drive.google.com/file/d/15_T-mksJYaq7_5K4z78xQspwikyXFYnK/view?usp=sharing
Data Science A coleta de dados,https://drive.google.com/file/d/1TLfHNHkZdagqU2Dp4mhSkiyz_ZHg9WZH/view?usp=sharing
Data Science análise de séries temporais para previsão,https://drive.google.com/file/d/1Rtvs9yIuhr36mtM8voUTDnnnvQB49SYS/view?usp=sharing
Data Science analises para saúde e medicina,https://drive.google.com/file/d/100uWM1QmahZ6_p2lTjyEbMkR3Zgk1Wqv/view?usp=sharing
Data Science Avaliando a hipótese,https://drive.google.com/file/d/1-edd4jIjpU6hrDvhhGOWtChnQiJslZc6/view?usp=sharing
Data Science Introdução a análise de series temporais,https://drive.google.com/file/d/1T0tbL-Vy752KPtBFnmiBKibKSQXRbrQF/view?usp=sharing
Data Science Introdução a testes estatísticos com Python,https://drive.google.com/file/d/1dIkQAqsoNyxR6o09ntS2WHGs8xCOg7R6/view?usp=sharing
Data Science Modelos de regressão por baixo dos panos,https://drive.google.com/file/d/1pHJ2R7xRkAcmpuN6nbTQJ2hwYofSy5bB/view?usp=sharing
Data Science O pipline dos dados,https://drive.google.com/file/d/1g6RCt9Xntx3lRgGCSbao6MwIy5mU5db1/view?usp=sharing
Data Science Preparação e Exploração dos dados,https://drive.google.com/file/d/1wB2ryxqUsPdoy78uPcO2LTdhUSYOyAWc/view?usp=sharing
Data Science previsão com o ARIMA,https://drive.google.com/file/d/1WoVhXnBZNzD0QwUOyDy1RhfbvRn9NOIO/view?usp=sharing
Data Science Primeiros passos,https://drive.google.com/file/d/1FjI3d3W-nNwgMEQLujcMXyb0Iaq59pdN/view?usp=sharing
Data Science visualização de dados para saúde e medicina,https://drive.google.com/file/d/1Z8YFN52tJNbEFfIrc2VvKtac6MiUR6rJ/view?usp=sharing
Data Visualization criação de gráficos com o Matplotlib,https://drive.google.com/file/d/1fp2_024BZZif3sHXL193XafZhcw7pOeW/view?usp=sharing
Data Visualization Explorando com rawgraphs,https://drive.google.com/file/d/1lWG-k25qZ7WLodSgq6-Vxbm0gLMyIU9F/view?usp=sharing
Data Visualization Explorando com Seaborn,https://drive.google.com/file/d/1S1s1RcviW4CUwMIlUZxLqHLfCeHmUZpe/view?usp=sharing
Data Visualization parte 1 introdução ao design de gráficos,https://drive.google.com/file/d/16-tZq9hL5zjqWCuxkW_AhwVNlkuLzaV4/view?usp=sharing
Data Visualization parte 1: gráficos com uma variável,https://drive.google.com/file/d/1nG26Ukfmk6uaHJiWlK15D09fFU0ANd_a/view?usp=sharing
Data Visualization parte 2 Escolhendo o melhor gráfico,https://drive.google.com/file/d/1pNOgAmDzSmrrM6f8YN7ka5DvrCCUrNLE/view?usp=sharing
Data Visualization parte 2 gráficos com uma multivariáveis,https://drive.google.com/file/d/1SYX0C8BL03jbKilK5CGs68xs-VtE_3U6/view?usp=sharing
Datomic Banco filtrado e histórico,https://drive.google.com/file/d/1RcY_LSvZE5buoycvys3IExS1dU9HSJNo/view?usp=sharing
"Datomic Bindings, transaction functions e filters",https://drive.google.com/file/d/1h9nPhdRpPVsqV8TTK3HoamKM707NpsBq/view?usp=sharing
"Datomic Geradores, schemas e índices",https://drive.google.com/file/d/1pLPyqzr7uK6l9nAvJmHei_surcqpTM1K/view?usp=sharing
Datomic Queries Avançando com o modelo e pesquisas,https://drive.google.com/file/d/1BOlNoqjY90nd4nSQURZ1TPkJsdrF_AUK/view?usp=sharing
Datomic Schemas e Regras,https://drive.google.com/file/d/1Fy1BMLMZNp8g3zrjmM43TjMbkVRqaGdh/view?usp=sharing
DaVinci Resolve 16 Introdução à edição de vídeo,https://drive.google.com/file/d/1jhVxijb9Luf29gyguMwdiAnhifGb33Nv/view?usp=sharing
Davinci Resolve Conhecendo o processo de colorização,https://drive.google.com/file/d/1FVMRLiUWbVprJFbdQF3L9P7zzgyu8-2d/view?usp=sharing
DaVinci Resolve Correção de cor e colorização em vídeos,https://drive.google.com/file/d/1lFMudnsNdHYMtKtdJxHcdXZTH2-YVBlq/view?usp=sharing
Davinci Resolve Introdução a Edição de Vídeo,https://drive.google.com/file/d/11wTtzgJ3UiRgDBu2-tv51X4WtO6cmtDG/view?usp=sharing
DAX e ETL com Power BI Carregando dados,https://drive.google.com/file/d/1rqzPkRVE59ngbOo2n0NHcyiA5r7MxM5E/view?usp=sharing
Deep Learning parte 1 Introdução com Keras,https://drive.google.com/file/d/1yWDhusDEnrrrYF-1gMbu1TBEDczXg1QM/view?usp=sharing
Deep Learning parte 2 Como a rede aprende,https://drive.google.com/file/d/1Zi3PvgKPIjvBNFKW2dJVGoy6yyyeVulX/view?usp=sharing
Deep Learning Previsão com Keras,https://drive.google.com/file/d/1PxWbNLjNxHi33ZNEIORTgEdzcNBUqp6J/view?usp=sharing
Delegação de Tarefas obtenha o melhor do seu time,https://drive.google.com/file/d/13f2qQ0kR-Bu78YpR8bRBuc9cKNjCDZC6/view?usp=sharing
Delphi Primeiros Passos com a linguagem,https://drive.google.com/file/d/1nGTEgi07yn0oKDViUE-ibkrwLmqBJLBq/view?usp=sharing
Deploy no Amazon EC2 Alta disponibilidade e escalabilidade de uma aplicação,https://drive.google.com/file/d/1M7QqiNslZttZeASEh8qa5pNE4-Eb7VJq/view?usp=sharing
Desempenho do Oracle Database Análise do ambiente,https://drive.google.com/file/d/1tBKGZf5Wa38fjzlebVKBcvOreQ4fJD3U/view?usp=sharing
Desempenho do Oracle Database Otimização de consultas,https://drive.google.com/file/d/1Bms4Bu49tct3BAxuqrv7HD7SfAi6Tqf_/view?usp=sharing
Desenho Anatomia do braço e mão,https://drive.google.com/file/d/1U0gMfsaTYoP5bG_Zbt8WXEJl21H0jbcH/view?usp=sharing
Desenho Anatomia dos membros inferiores,https://drive.google.com/file/d/1JM5Hx8aFh4fnFY7vWgKfzx-Ura1uB106/view?usp=sharing
Desenho de Rosto Anatomia criativa,https://drive.google.com/file/d/1gLFXBiRN-RRRjc5mZqP2r0FXUQy_oDY_/view?usp=sharing
Desenho Descomplicando a estrutura humana,https://drive.google.com/file/d/15UCpX6y5jUlNNHP92rZXMQklz_tNUi4z/view?usp=sharing
Desenho Descomplicando o desenho do rosto,https://drive.google.com/file/d/1YrBiSmTTXPmlytyjwejuqeo35dqyN21_/view?usp=sharing
Desenho Fundamentos da anatomia do torso,https://drive.google.com/file/d/1J0YGl6u4RbvbQJBFnT21277Eu5UchQid/view?usp=sharing
Desenho fundamentos de luz e sombra,https://drive.google.com/file/d/1Hyc6ZdrVnXQXfZt3cizqqXu0Q1bpW63O/view?usp=sharing
Desenho Trabalhando na pose e movimento,https://drive.google.com/file/d/175RByrTP8ovBXUqquJ1O4WETaHJtbWZL/view?usp=sharing
Desenvolvimento de Carreira A demanda do mercado,https://drive.google.com/file/d/1_svXNJ-loMAaVqj2WEomFnv4nPlivIYp/view?usp=sharing
Desenvolvimento de Carreira Como alcançar a posição desejada,https://drive.google.com/file/d/1DwKaIjsAhc3BR-TOFHpD6iO-pBN_tnH3/view?usp=sharing
Design da Proposta de Valor: Transformando produtos e serviços,https://drive.google.com/file/d/1FOFwwzyehwyL1i5DMTjovbD52Y0ojFlC/view?usp=sharing
Design de apresentações Trabalhando com o Power Point,https://drive.google.com/file/d/1NXr86FqQpa0WWyZTN795uLFO0Cp0HbnR/view?usp=sharing
Design de Ilustração Criando a partir de referências,https://drive.google.com/file/d/1-K5vGbPJZjg_BFQIlslcpTBSiuNmBiJW/view?usp=sharing
Design de logo utilizando a proporção áurea,https://drive.google.com/file/d/1m2Feutytycoq3p8r-UFrhHKP7ysiPz3e/view?usp=sharing
Design de personagem Concept de grupos para animação,https://drive.google.com/file/d/1nsaDgW0d3GIPUzBrCYDkaymr_S0-yzbi/view?usp=sharing
Design de personagem Concept de protagonista para a animação,https://drive.google.com/file/d/1fqhvi6h9WSW5-Q7Q60C231RmOhCK-aPB/view?usp=sharing
Design de personagem Desenvolvendo personagens com a técnica Photobash,https://drive.google.com/file/d/1J9JGsdAyIXCNnHVgBsQEiDitIHBpVhs8/view?usp=sharing
Design Desenvolvendo o seu portfólio,https://drive.google.com/file/d/1T6hMjhrEaYg_4bsBiEWk-iY_K15mKSpf/view?usp=sharing
Design editorial Criação de materiais gráficos,https://drive.google.com/file/d/1cHw2DBhwVuBY5BoG6LBmn--wIv6dzigr/view?usp=sharing
Design Elementos fundamentais da linguagem visual,https://drive.google.com/file/d/1Yiox1MYZ0raa7IHQTQauLOYk4CBPW4lF/view?usp=sharing
Design gráfico com Gestalt Desenvolva um projeto gráfico,https://drive.google.com/file/d/1OAfs42gpK8aOzqlfv5nAPqQfb2jWQa_s/view?usp=sharing
Design Gráfico Conhecimentos de impressão,https://drive.google.com/file/d/1q_UY_YKWJ5CubAhagGQMyE7PdxiUmZZN/view?usp=sharing
Design gráfico Construindo os elementos de uma identidade visual,https://drive.google.com/file/d/17n0IZRCDCK8CyadR8vAn7qvquIhAQ31h/view?usp=sharing
Design gráfico Desenvolvendo identidade visual,https://drive.google.com/file/d/1hVjOr3qw8NvAH9M1hppbqQOoXKq2cv8e/view?usp=sharing
Design Gráfico Desenvolvendo layouts a partir dos grids,https://drive.google.com/file/d/1vv9kSZGE5-kZsQbLUCuoJMfpqnC0YVP0/view?usp=sharing
Design Gráfico Desenvolvendo Manual de Identidade Visual,https://drive.google.com/file/d/1voJx5t-PrbSM2JygXJGRj01wj_OL0Ssg/view?usp=sharing
Design Gráfico Design de apresentações,https://drive.google.com/file/d/1O3tvOjmmxzGbp31YpLLmQIGuj5BA_exG/view?usp=sharing
Design gráfico Design de embalagens,https://drive.google.com/file/d/1lFPUn5Zmp0lBOZelpPBZKXEpYDanj1ss/view?usp=sharing
Design gráfico Design de infográficos,https://drive.google.com/file/d/1NHR9XwTgHWPYepRTMNqs1kuOVloWm9Ea/view?usp=sharing
Design Patterns C# I Boas práticas de programação,https://drive.google.com/file/d/1rXmd8Y9qx1tDA7zOwkbUFQ8Oiw1e2IpK/view?usp=sharing
Design Patterns C# II Boas práticas de programação,https://drive.google.com/file/d/11QlAhR9pd3DXPAOxnkimYXKFyGW9VnrT/view?usp=sharing
Design Patterns em Java I Introdução às boas práticas de programação,https://drive.google.com/file/d/18YZ8oEEK672nWz37-ntyJ7cBOpIzg3e7/view?usp=sharing
Design Patterns em Java II Avançando nas boas práticas de programação,https://drive.google.com/file/d/1jTAMJYAb3W6hSa-XdmDZYrG9-xgNL5Hx/view?usp=sharing
Design Patterns em PHP Padrões comportamentais,https://drive.google.com/file/d/1m1dcL3URKccGOO27igXXl6lX4ZBYHWKM/view?usp=sharing
Design Patterns em PHP Padrões criacionais,https://drive.google.com/file/d/1FjoOJK74bXmTkYNIP0yJLks8OZsxbtPq/view?usp=sharing
Design Patterns em PHP Padrões estruturais,https://drive.google.com/file/d/1dnOn0tZIZK-GpBn9lVVBekjlJuQXE0fb/view?usp=sharing
Design Patterns Java I: Boas práticas de programação (antigo),https://drive.google.com/file/d/1XV139n5ZZVdPSYRDXI97t8_JNMo_PUNo/view?usp=sharing
Design Patterns Java II: Boas praticas de programação (antigo),https://drive.google.com/file/d/1_4D-ElPiVM5OjhLSqhtAZQgRDUqkGw7q/view?usp=sharing
Design Patterns Python I Boas práticas de programação,https://drive.google.com/file/d/1i9_Z7aUqrcPe6Q5h78Kx05LNZ7qEv-Af/view?usp=sharing
Design Patterns Python II Boas práticas de programação,https://drive.google.com/file/d/1YSa9S8nlnueUyV9RvanVvs_hzLrBw7xt/view?usp=sharing
Design Sprint 2.0 crie produtos digitais rapidamente,https://drive.google.com/file/d/1AmmDXyfF49K_LZB9qnK18lnZ06_UksMZ/view?usp=sharing
Design Thinking Concretizando ideias,https://drive.google.com/file/d/1zUO02u9zk-g8JzGlLmTMmIoCsArUbhdW/view?usp=sharing
Design Thinking em vendas conhecendo seu cliente,https://drive.google.com/file/d/1cZllDT7OkTWITFv-ggRURSAvDPH8TFWH/view?usp=sharing
Design Thinking Viabilizando soluções,https://drive.google.com/file/d/1m-KoMisHB6VfzYC-qC_tyaGVTFWNhgq7/view?usp=sharing
Diagnóstico em gestão de processos Entendendo as necessidades,https://drive.google.com/file/d/19qe4cPNZYgwGM6lK-FiWO0FniLMvEWyH/view?usp=sharing
DNS Domine os serviços na nuvem,https://drive.google.com/file/d/1ezGHHnx_DKEqhSX-jrgDmUH8lGc85D6e/view?usp=sharing
DNS Entenda a resolução de nomes na internet,https://drive.google.com/file/d/1lDwqWHjxi0AiWVh06OU2772yWwzAqF3m/view?usp=sharing
Docker Criando containers sem dor de cabeça,https://drive.google.com/file/d/1jxUL9oLm2qifgeZLbZMKFHZ0qsHH9AJl/view?usp=sharing
Docker DCA Finalize os estudos para a prova de certificação do Docker,https://drive.google.com/file/d/1xAlN1KcqP5Xyf4wCyTySAWsDpRiP5IAZ/view?usp=sharing
Docker DCA Inicie os estudos para a prova de certificação do Docker,https://drive.google.com/file/d/1eRw1I0B_NSLKcCLkVNt96lSczwDqfxvW/view?usp=sharing
Docker Swarm Orquestrador de containers,https://drive.google.com/file/d/1D45dUHHgKRrzqlm6pAEZlP--CuE73tOi/view?usp=sharing
Doctrine Introdução ao Mapeamento Objeto-Relacional,https://drive.google.com/file/d/1FufUCDp6_L9cyFGe7oWHDcid2QL3xwKw/view?usp=sharing
Doctrine ORM Acesse o banco com Mapeamento Objeto-Relacional,https://drive.google.com/file/d/1dczXOo5AldqqNQL5HMl_BewfEFpkMm2U/view?usp=sharing
Doctrine ORM Mapeie um banco legado com XML,https://drive.google.com/file/d/1JtByTguPeBQXWl9xzh2Ce0fVsCttn8J9/view?usp=sharing
"Doctrine ORM Use índices, SQL nativo, funções e stored procedures",https://drive.google.com/file/d/1Ap6m_m6tZJa5wQ_mO4Ux84BboD5wDWHM/view?usp=sharing
Eclipse Produtividade Extrema na IDE com Java,https://drive.google.com/file/d/1JskU3fUG6U9dKGGbEaLcdXpp3us__1yy/view?usp=sharing
Ecma Script 8 e 9 Novas formas de escrever em Javascript,https://drive.google.com/file/d/1smQ_E-diLucUd1xBgWZDW0gWNgCjyICz/view?usp=sharing
Edição de Podcast da captação ao render,https://drive.google.com/file/d/1Zwzw88ejFnLfhTCjUNnJk3lGHVt2OotQ/view?usp=sharing
Edição de Vídeo Editando a partir do seu smartphone,https://drive.google.com/file/d/1mXwCce-sIyL-GSmWrHihgnqpaDonAlst/view?usp=sharing
Eficácia parte 1 Hábitos para sua proatividade,https://drive.google.com/file/d/1A5ypB8A0TVatp9ZJcIuuCGGpK0imgAMW/view?usp=sharing
Eficácia parte 2 Hábitos para sua proatividade,https://drive.google.com/file/d/1vIH19E6KtWB0fWmjjp4wR9v4733KHsne/view?usp=sharing
EJB com Jakarta EE API Rest com o servidor WildFly,https://drive.google.com/file/d/1GXhua1mcYiISaTqdpOpTdJ4BQmlwkZbx/view?usp=sharing
EJB com Java EE 8 API Rest com WildFly 15,https://drive.google.com/file/d/1pxwLwdhv5hDEoYfbXpd1zZIoz7AYrvno/view?usp=sharing
Elaboração de contratos Técnicas voltadas ao empreendedor,https://drive.google.com/file/d/1zJqw_gVOq938LPGDhub2pg4vXgZIxqJA/view?usp=sharing
Elasticsearch 5: Pesquisas avançadas,https://drive.google.com/file/d/1GfYUkgR5Zvxfhau1kaxRx-3r7C8Tv1By/view?usp=sharing
"Elasticsearch análise, consultas e dashboard",https://drive.google.com/file/d/1EuXFHv6koZgjAMVfQaKapOsSNLGxVhKu/view?usp=sharing
Elasticsearch introdução a buscas inteligentes,https://drive.google.com/file/d/1_RX1fC5Rmef3c3M6gXUyzeXqReo8JGo7/view?usp=sharing
Elasticsearch: Pesquisando e analisando os seus dados,https://drive.google.com/file/d/1pmRueXB9pJWHD5Ed-CqzZkVGKbE6X8At/view?usp=sharing
Electron Crie aplicativos Desktop com as tecnologias da Web,https://drive.google.com/file/d/1_C4He8QJentPrzAsOIRQLfvzAnDozvAk/view?usp=sharing
Email marketing: da segmentação ao AB,https://drive.google.com/file/d/1UqbFse1MDFev01GYgrGsaCRMttLelOzz/view?usp=sharing
Email marketing: design do seu email,https://drive.google.com/file/d/1LMVwx7R1YeFYPIcFsQb-WGKavz-U41Oi/view?usp=sharing
Email Marketing: Responsivo parte 1 sua newsletter adaptável,https://drive.google.com/file/d/1SNb-K9DR4XlYdpxrbux0kUjGhey8SMU6/view?usp=sharing
Email Marketing: Responsivo parte 2 testando suas newsletters,https://drive.google.com/file/d/1NyOiXd9tES5wgHTrQhTH0f3UZOM5Zw0c/view?usp=sharing
Empreendedor MEI torne seu negócio mais profissional,https://drive.google.com/file/d/1qrsZ-VaJDkYuJPl5Y5EEoUl5Snpnde2s/view?usp=sharing
Empreendedorismo Abrindo sua empresa do jeito certo,https://drive.google.com/file/d/1CwoWEX_oAf06MGn3R35g4RwT2xhliBvy/view?usp=sharing
Empreendedorismo da ideia ao plano de negócios,https://drive.google.com/file/d/1E6U9PmRxUs1ZlKSVHT6Iw1BPHBAM6Juu/view?usp=sharing
Endless Runner Assets,https://drive.google.com/file/d/1coEruryd6Wb7DsSGY3iyW5vOjk3RONPb/view?usp=sharing
Endless Runner Cenário,https://drive.google.com/file/d/1NoUOPkrsEUv6sAxjjByNxtvfLnWPLrxv/view?usp=sharing
Endless Runner criando um HUD,https://drive.google.com/file/d/10MBbyfdwheIC7NG7AbBY88QFvNqq3FOc/view?usp=sharing
Endless Runner Design de personagem,https://drive.google.com/file/d/1qECXqGhYE0SIXtAW0dhYD6zhZJ59CT0u/view?usp=sharing
